instname,housed_under,college,school,department,program,cip_program,website_inst,website_program,website_catalog,course_titles
University of California-Santa Barbara,Computing,College of Engineering,N/A,Department of Computer Science,Computer Science - Combined BS and MS,11.0701,https://www.ucsb.edu/,https://www.cs.ucsb.edu/education/graduate/bs-ms ,https://www.cs.ucsb.edu/education/courses/graduate-courses-and-their-area-classifications,"Logic and Applications in Computer Science; Level Set Methods; Theory of Computation and Complexity; Information Theory; Approximations, NP-Completeness and Algorithms; Topics in Combinatorial Algorithms; Randomized Algorithms; Computational Geometry; Advanced Topics in Program Analysis; Formal Specification and Verification; Automated Verification; Advanced Computer Architecture; Modern Programming Languages and Their Implementation; Advanced Topics in Operating Systems; Advanced Topics in Distributed Systems; Software Engineering; Data and Knowledge Bases; Advanced Topics in Database Systems; Advanced Topics in Networking; Advanced Topics in Computer Security; Mobile Computing; Matrix Analysis and Computation; Numerical Simulation; Numerical Solution of Partial Differential Equations--Finite Difference Methods; Numerical Solution of Partial Differential Equations--Finite Element Methods; Sparse Matrix Algorithms; Applied Parallel Computing; Advanced Topics in Machine Intelligence; Computer Graphics; Advanced Topics in Computer Vision; Advanced Image Synthesis; Special Topics; Applications, General; Database and Information Systems; Security and Cryptography; Computational Science and Engineering; Visual Computing and Interaction; Machine Learning and Data Mining; Algorithms; Programming Languages and Software Engineering; Foundations in Databases and Information Systems; Foundations, General; Security and Cryptography; Computational Science and Engineering; Operating Systems and Distributed Systems; Programming Languages and Software Engineering; Database and Information Systems; Computer Architecture and Embedded Systems; Security and Cryptography; Machine Learning and Data Mining; Networking; Systems, General; Directed Research; Master's Thesis Research and Preparation "
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering - Master of Science,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-ms/ ,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-ms/ ,"Research and Teaching in Computer Science and Engineering; Analysis of Algorithms; Programming Languages; Computer Architecture; VLSI Digital System Design; Advanced Parallel Processing; Agile Hardware Design; Computer Performance Evaluation; Multimedia Systems; Computer Networks; Principles of Computer Communication; High Speed Computer Networks; Wireless and Mobile Networks; Unix Networking Internals; Advanced Topics in Computer Engineering; Computer Graphics; Advanced Visualization; Computer Animation; Data Driven Discovery and Visualization; Advanced Topics in Computer Graphics; Principles of Database Systems; Design and Implementation of Database Systems; Topics in Database Systems; Information Retrieval; Data Mining; Large-Scale Web Analytics and Machine Learning; Human-Computer Interaction; Human Factors; Artificial Intelligence in Games; Interactive Narrative; Playable Media; Artificial Intelligence; Knowledge Engineering; Machine Learning; Computational Models of Discourse and Dialogue; Advanced Topics in Machine Learning; Neural Computation; Large-Scale Web Analytics and Machine Learning; Advanced Parallel Processing; Software Engineering; Compiler Design; Advanced Programming Languages; Software Engineering; Object-Oriented Programming Methodology; Topics in Software Engineering; Topics in Programming Languages; Introduction of Probability Theory; Introduction To Statistical Data Analysis; Applied Bayesian Statistics; Intermediate Bayesian Statistical Modeling; Statistical Learning and High Dimensional Data Analysis; Statistical Signal Processing; Random Process Models in Engineering; Introduction to High Performance Computing; Understanding Cryptography; Network Security; Advanced Operating Systems; Advanced Computer Security; Cyber-Physical Systems Security; Storage Systems; Distributed Systems; Data Privacy Via Machine Learning, And Back; Advanced Topics in Computer Systems; Cryptography and Computer Security; Computational Models and Complexity; Combinatorial Algorithms; Logic in Computer Science; Introduction to Information Theory; Evolutionary Game Theory;  Formal Methods; Topics in Algorithms and Complexity Theory: Probabilistic Algorithms and Average Case Analysis; Modern Algorithmic Toolbox; Multimedia Systems; Data Compression; Image Analysis and Computer Vision; Advanced Topics in Visual Computing; Digital Signal Processing; Statistical Signal Processing; Image Processing and Reconstruction; Foundations of Data Science; Applications of Combinatorics; Topics in Crowdsourcing and Collaboration; Topics in Computing for Society; Data Mining and Business Analytics in Knowledge Services; Thesis Research; Individual Study or Research"
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering - PhD,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-phd/ ,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-phd/ ,"Research and Teaching in Computer Science and Engineering; Analysis of Algorithms; Programming Languages; Computer Architecture; VLSI Digital System Design; Advanced Parallel Processing; Agile Hardware Design; Computer Performance Evaluation; Multimedia Systems; Computer Networks; Principles of Computer Communication; High Speed Computer Networks; Wireless and Mobile Networks; Unix Networking Internals; Advanced Topics in Computer Engineering; Computer Graphics; Advanced Visualization; Computer Animation; Data Driven Discovery and Visualization; Advanced Topics in Computer Graphics; Principles of Database Systems; Design and Implementation of Database Systems; Topics in Database Systems; Information Retrieval; Data Mining; Large-Scale Web Analytics and Machine Learning; Human-Computer Interaction; Human Factors; Artificial Intelligence in Games; Interactive Narrative; Playable Media; Artificial Intelligence; Knowledge Engineering; Machine Learning; Computational Models of Discourse and Dialogue; Advanced Topics in Machine Learning; Neural Computation; Large-Scale Web Analytics and Machine Learning; Advanced Parallel Processing; Software Engineering; Compiler Design; Advanced Programming Languages; Software Engineering; Object-Oriented Programming Methodology; Topics in Software Engineering; Topics in Programming Languages; Introduction of Probability Theory; Introduction To Statistical Data Analysis; Applied Bayesian Statistics; Intermediate Bayesian Statistical Modeling; Statistical Learning and High Dimensional Data Analysis; Statistical Signal Processing; Random Process Models in Engineering; Introduction to High Performance Computing; Understanding Cryptography; Network Security; Advanced Operating Systems; Advanced Computer Security; Cyber-Physical Systems Security; Storage Systems; Distributed Systems; Data Privacy Via Machine Learning, And Back; Advanced Topics in Computer Systems; Cryptography and Computer Security; Computational Models and Complexity; Combinatorial Algorithms; Logic in Computer Science; Introduction to Information Theory; Evolutionary Game Theory;  Formal Methods; Topics in Algorithms and Complexity Theory: Probabilistic Algorithms and Average Case Analysis; Modern Algorithmic Toolbox; Multimedia Systems; Data Compression; Image Analysis and Computer Vision; Advanced Topics in Visual Computing; Digital Signal Processing; Statistical Signal Processing; Image Processing and Reconstruction; Foundations of Data Science; Applications of Combinatorics; Topics in Crowdsourcing and Collaboration; Topics in Computing for Society; Data Mining and Business Analytics in Knowledge Services; Thesis Research; Individual Study or Research"
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Natural Language Processing - Master of Science,Natural Language Processing*,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/natural-language-processing-ms/ ,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/natural-language-processing-ms/ ,Natural Language Processing I; Natural Language Processing II; Natural Language Processing III; Data Science and Machine Learning Fundamentals; Deep Learning for Natural Language Processing; Advanced Machine Learning for Natural Language Processing; Conversational Agents; Topics in Applied Natural Language Processing; Machine Translation; Linguistic Models of Syntax and Semantics for Computer Scientists; Computational Models of Discourse and Dialogue; Information Retrieval; Advanced Topics in Machine Learning; Advanced Topics in Natural Language Processing; Seminar in Natural Language Processing; Capstone I: Recent Research in NLP; Capstone II: Natural Language Processing
University of California-Santa Cruz,Computing,N/A,Baskin School of Engineering,Computer Science and Engineering Department,Computer Science and Engineering - Combined BS and MS,11.0701,https://www.ucsc.edu/,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/ ,https://catalog.ucsc.edu/current/general-catalog/academic-units/baskin-engineering/computer-science-and-engineering/computer-science-and-engineering-contiguous-bachelorsmasters-pathway-computer-science-and-engineering/ ,"Research and Teaching in Computer Science and Engineering; Analysis of Algorithms; Programming Languages; Computer Architecture; VLSI Digital System Design; Advanced Parallel Processing; Agile Hardware Design; Computer Performance Evaluation; Multimedia Systems; Computer Networks; Principles of Computer Communication; High Speed Computer Networks; Wireless and Mobile Networks; Unix Networking Internals; Advanced Topics in Computer Engineering; Computer Graphics; Advanced Visualization; Computer Animation; Data Driven Discovery and Visualization; Advanced Topics in Computer Graphics; Principles of Database Systems; Design and Implementation of Database Systems; Topics in Database Systems; Information Retrieval; Data Mining; Large-Scale Web Analytics and Machine Learning; Human-Computer Interaction; Human Factors; Artificial Intelligence in Games; Interactive Narrative; Playable Media; Artificial Intelligence; Knowledge Engineering; Machine Learning; Computational Models of Discourse and Dialogue; Advanced Topics in Machine Learning; Neural Computation; Large-Scale Web Analytics and Machine Learning; Advanced Parallel Processing; Software Engineering; Compiler Design; Advanced Programming Languages; Software Engineering; Object-Oriented Programming Methodology; Topics in Software Engineering; Topics in Programming Languages; Introduction of Probability Theory; Introduction To Statistical Data Analysis; Applied Bayesian Statistics; Intermediate Bayesian Statistical Modeling; Statistical Learning and High Dimensional Data Analysis; Statistical Signal Processing; Random Process Models in Engineering; Introduction to High Performance Computing; Understanding Cryptography; Network Security; Advanced Operating Systems; Advanced Computer Security; Cyber-Physical Systems Security; Storage Systems; Distributed Systems; Data Privacy Via Machine Learning, And Back; Advanced Topics in Computer Systems; Cryptography and Computer Security; Computational Models and Complexity; Combinatorial Algorithms; Logic in Computer Science; Introduction to Information Theory; Evolutionary Game Theory;  Formal Methods; Topics in Algorithms and Complexity Theory: Probabilistic Algorithms and Average Case Analysis; Modern Algorithmic Toolbox; Multimedia Systems; Data Compression; Image Analysis and Computer Vision; Advanced Topics in Visual Computing; Digital Signal Processing; Statistical Signal Processing; Image Processing and Reconstruction; Foundations of Data Science; Applications of Combinatorics; Topics in Crowdsourcing and Collaboration; Topics in Computing for Society; Data Mining and Business Analytics in Knowledge Services; Thesis Research; Individual Study or Research"
University of Hawaii at Manoa,Computing,College of Natural Sciences,N/A,Information and Computer Sciences Department,Computer Science - Master of Science,11.0701,https://www.hawaii.edu/,https://www.ics.hawaii.edu/academics/graduate-programs/ms/ ,https://manoa.hawaii.edu/catalog/category/natural-sciences/ics/,Intelligent Autonomous Agents; Compiler Theory and Construction; Theory of Operating Systems; Advanced Software Engineering; Medical Informatics I; Information Architecture and Web Design; Analysis of Algorithms; Network Science; Advanced Cryptography; Advanced Data Management; Principles of High Performance Computing; Machine Learning; Information Theory in Machine Learning; Deep Learning with Neural Networks; Advanced Theory of Computation; Advanced Parallel Algorithms; Computer Networks; Security and Trust III: Cyber Security and Commerce; Computer Architecture I; Advanced Artificial Intelligence; Pattern Recognition; Human-Computer Interaction II; User Interfaces and Hypermedia; HCI Design Methods; Social Informatics; Social Computing; Evolutionary Computation I: Survey of Methods; Bioinformatics: Sequences Analysis; Bioinformatics: Microarray; Computer Graphics; Numerical Computation; Advanced Computer Vision; Advanced Data Visualization; Virtual and Augmented Reality; Digital Video Information; Seminar in ICS; Topics in Computer Science; Special Topics Seminar; Advanced Special Topics in Security; Directed Reading/Research; Thesis Research
University of Hawaii at Manoa,Computing,College of Natural Sciences,N/A,Information and Computer Sciences Department,Computer Science - PhD,11.0701,https://www.hawaii.edu/,https://www.ics.hawaii.edu/academics/graduate-programs/phd/ ,https://manoa.hawaii.edu/catalog/category/natural-sciences/ics/,Intelligent Autonomous Agents; Compiler Theory and Construction; Theory of Operating Systems; Advanced Software Engineering; Medical Informatics I; Information Architecture and Web Design; Analysis of Algorithms; Network Science; Advanced Cryptography; Advanced Data Management; Principles of High Performance Computing; Machine Learning; Information Theory in Machine Learning; Deep Learning with Neural Networks; Advanced Theory of Computation; Advanced Parallel Algorithms; Computer Networks; Security and Trust III: Cyber Security and Commerce; Computer Architecture I; Advanced Artificial Intelligence; Pattern Recognition; Human-Computer Interaction II; User Interfaces and Hypermedia; HCI Design Methods; Social Informatics; Social Computing; Evolutionary Computation I: Survey of Methods; Bioinformatics: Sequences Analysis; Bioinformatics: Microarray; Computer Graphics; Numerical Computation; Advanced Computer Vision; Advanced Data Visualization; Virtual and Augmented Reality; Digital Video Information; Seminar in ICS; Topics in Computer Science; Special Topics Seminar; Advanced Special Topics in Security; Directed Reading/Research; Dissertation Research
University of Hawaii at Manoa,Computing,College of Natural Sciences,N/A,Information and Computer Sciences Department,Communication and Information Sciences - PhD,11.0401,https://www.hawaii.edu/,https://www.hawaii.edu/cis/,https://www.hawaii.edu/cis/current_students/coursework/,Communication/Information Theories of Society; Communication/Information Technologies; Communication/Information Research Methods; Interdisciplinary Seminar in CIS; Publishable Paper; Special Topics in Communication and Information Sciences; Seminar in Research Methods in Cultural Anthropology; Seminar in Research Design and Proposal Writing; Communication Research Seminar; Research Methods in Communicology; Researching Relational Communication; Qualitative Research Methods; Qualitative Data Analysis; Qualitative Research Methods in Educational Organizations; Educational Statistics; Approaches to Educational Inquiry; Introduction to Quantitative Methods; Computer Analysis of Data; Design and Analysis of Psychological Experiments; Multiple Regression in Behavioral Research; Factor Analysis; Multivariate Methods; Introduction to Educational Research; Statistical Power in Behavioral Research; Measurement in Education and Social Sciences; Scaling: Measurement of Attitude and Perception; Educational Technology Research and Evaluation; Quantitative Research in Educational Technology; Mixed Methods Research Design; Technology in Qualitative Analysis; Indigenous Research Methodologies; Network Science; International IT Organizational Research Methods; Qualitative Research in Educational Technology; International Cross-Cultural Consumer Behavior; Quantitative Methods and Measures; Qualitative Methods I; Qualitative Methods II; Culturally Competent Research Methods; Researching Oceania: Creative and Conventional Methods of Inquiry;  Qualitative Methods; Research Techniques and Analytic Methods; Topics in Methodology; Seminar: Research Methods; Methodological Foundations of Psychology; Introduction to Quantitative Method; Multiple Regression in Behavior Research; Factor Analysis; Multivariate Methods; Measurement in Education and Social Sciences; Scaling: Measurement of Attitude and Perception; Second Language Quantitative Research; Survey Research Methods in Second Language Studies; Second Language Qualitative Research; Interpretive Qualitative Inquiry; Discourse Analysis in Second Language Research; Research Methods and Design; Seminar in Methods of Content Analysis; Survey Research Design and Analysis; Seminar Qualitative Research; Longitudinal Data Analysis; Introduction to Scientific Methods and Principles in Social Work; Research Designs and Data Analyses for the Evaluation of Practice Effectiveness; Quantitative Methods I; Quantitative Methods II; Qualitative Research; Feminist Research and Methods of Inquiry
University of Houston-Clear Lake,Computing,College of Science and Engineering,N/A,Department of Computer Science,Computer Science - Master of Science,11.0701,https://www.uhcl.edu/,https://www.uhcl.edu/academics/degrees/computer-science-ms ,https://catalog.uhcl.edu/preview_program.php?catoid=13&poid=3006,Data Structures; Design of Database Systems; Operating Systems; Calculus II; Numerical Methods; Discrete Mathematics; Linear Algebra; Differential Equations; University Physics II; Probability and Statistics for Scientists and Engineers; Software Engineering; Concurrent Programming and Software Modeling; Database Management Systems; Advanced Operating Systems; Design and Analysis of Algorithms; Research Methods in Computer Science; Master’s Thesis Research; Research Project and Seminar; Multivariate Statistical Analysis; Linear Models and Regression Analysis; Data Warehousing and Business Intelligence; Pattern Recognition and Image Processing; Data Mining: Tools and Techniques; Internet Protocols; Computer Security and Cryptography; Network Security; Web Security; Mobile Applications Development; Cybersecurity
University of Houston-Clear Lake,Computing,College of Science and Engineering,N/A,Department of Computer Science,Computer Information Systems - Master of Science,Computer Information Systems*,https://www.uhcl.edu/,https://www.uhcl.edu/academics/degrees/computer-information-systems-ms ,https://catalog.uhcl.edu/preview_program.php?catoid=13&poid=3005,Web Application Development; Design of Database Systems; Business Data Communications; Modern System Analysis and Design; Research Project and Seminar; Multivariate Statistical Analysis; Elements of Statistical Learning; Data Warehousing and Business Intelligence; Financial Data Mining; Data Mining: Tools and Techniques; Computer Security and Cryptography; Web Security; Network Security; Strategic Information Systems; Internet Protocols; Database Management Systems; Advanced Systems Analysis and Design; Independent Study in Computer Information Systems; Research Methods in Computer Science; Master’s Thesis Research 
University of Houston-Clear Lake,Computing,College of Science and Engineering,N/A,Department of Computer Science,Data Science - Master of Science,,https://www.uhcl.edu/,https://www.uhcl.edu/academics/degrees/data-science-ms,https://catalog.uhcl.edu/preview_program.php?catoid=13&poid=3009,Python for Data Science; Data Structures for Data Science; Probability and Statistics for Scientists and Engineers; Data Mining: Tools and Techniques; Introduction to Data Science; Visualization in Data Science; Database Systems for Data Science; Big Data Analytics; Research; Strategic Information Systems; Financial Data Mining; Business Analytics I; Management Information Systems; Data Warehousing and Business Intelligence; Data Visualization and Communication; Deep Learning; Internet of Things (IoT); Machine Learning; Biochemistry I; Bioinformatics; Computational Bioinformatics; Methods of Biotechnology Discussions; Methods of Biotechnology; Genomic Analysis; Stem Cell Biotechnology; Marine Biotechnology Seminar; Environmental Biotechnology
University of Houston-Downtown,General sciences/tech,College of Sciences and Technology,N/A,N/A,Artificial Intelligence - Master of Science,11.0102,https://www.uhd.edu/,https://www.uhd.edu/academics/sciences/Pages/msai.aspx ,https://www.uhd.edu/academics/sciences/Pages/msai.aspx,Data Mining; Introduction to Artificial Intelligence; Deep Learning; Natural Language Processing; Computer Vision; Advanced Artificial Intelligence; Capstone; Cognitive Systems; AI in Biomedical; AI in Business Intelligence; Intelligent Interactive Systems; Robotics Process Automation; Ethics in Artificial Intelligence
University of Houston-Downtown,General sciences/tech,College of Sciences and Technology,N/A,N/A,Data Analytics - Master of Science,Data Analytics*,https://www.uhd.edu/,https://www.uhd.edu/academics/sciences/Pages/master-in-data-analytics.aspx ,https://www.uhd.edu/academics/sciences/Pages/master-in-data-analytics.aspx,Statistical Foundations for Data Analytics; Programming Foundations for Data Analytics; Time Series Analysis; Applied Regression Analysis; Multivariate Analysis and Nonparametric Statistics; Project Management; Data Mining; Database Management Systems; Information Visualization; Capstone; Quantitative Analysis and Criminal Justice; Predictive Analytics; Big Data Analytics; Mathematical Statistics; Managerial Decision Making; Decision Modeling; Financial Forecasting; Survey Research Methods; Design and Analysis of Experiments; Biostatistics
University of Illinois Chicago,Computing,Colege of Engineering,N/A,Department of Computer Science,Computer Science - Master of Science,11.0701,https://www.uic.edu/,https://catalog.uic.edu/gcat/colleges-schools/engineering/cs/ms/ ,https://catalog.uic.edu/gcat/colleges-schools/engineering/cs/ms/ ,Computer Algorithms II; Design and Analysis of Efficient Algorithms in Computational Molecular Biology; Applied Graph Theory; Computability and Complexity Theory; An Introduction to Quantum Computing; Introduction to Cognitive Science; Artificial Intelligence II; Advanced Machine Learning; Applied Artificial Intelligence; Advanced Computer Vision; Responsible Data Science and Algorithmic Fairness; Deep Learning for Computer Vision; Causal Inference and Learning; Statistical Natural Language Processing; Human-Computer Interaction; Multi-Media Systems; Big Data Visualization and Analytics; Advanced Graphics Processor Programming; Computer Graphics II; Computer Animation; Virtual Reality; Visual Data Science; Advanced Topics in Natural Language Processing; Deep Learning for Natural Language Processing; Advanced Topics in Software Engineering; Software Engineering Environments; Distributed Software Engineering; Formal Methods In Concurrent and Distributed Systems; Advanced Computer Networks; Distributed Computing Systems; Advanced Topics in Concurrent Computing Systems; Neural Networks; Fuzzy Logic; Physical Design Automation; Parallel Processing; Principles of Computational Transportation Science; Advanced Computer Security and Online Privacy; High-Performance Processors and Systems; Object Stores; Query Processing in Database Systems; Database Management Systems; Information Retrieval; Data Mining and Text Mining; Advanced Data Mining; Data and Web Semantics; Computer Systems Security; Security and Privacy in Networked and Distributed Systems; Research Methods in Computer Science; Computer Science Internship; Special Topics; Departmental Seminar; Individual Study; Project Research; M.S. Thesis Research
University of Illinois Chicago,Computing,Colege of Engineering,N/A,Department of Computer Science,Computer Science - PhD,11.0701,https://www.uic.edu/,https://catalog.uic.edu/gcat/colleges-schools/engineering/cs/phd/ ,https://catalog.uic.edu/gcat/colleges-schools/engineering/cs/phd/ ,Computer Algorithms II; Design and Analysis of Efficient Algorithms in Computational Molecular Biology; Applied Graph Theory; Computability and Complexity Theory; An Introduction to Quantum Computing; Introduction to Cognitive Science; Artificial Intelligence II; Advanced Machine Learning; Applied Artificial Intelligence; Advanced Computer Vision; Responsible Data Science and Algorithmic Fairness; Deep Learning for Computer Vision; Causal Inference and Learning; Statistical Natural Language Processing; Human-Computer Interaction; Multi-Media Systems; Big Data Visualization and Analytics; Advanced Graphics Processor Programming; Computer Graphics II; Computer Animation; Virtual Reality; Visual Data Science; Advanced Topics in Natural Language Processing; Deep Learning for Natural Language Processing; Advanced Topics in Software Engineering; Software Engineering Environments; Distributed Software Engineering; Formal Methods In Concurrent and Distributed Systems; Advanced Computer Networks; Distributed Computing Systems; Advanced Topics in Concurrent Computing Systems; Neural Networks; Fuzzy Logic; Physical Design Automation; Parallel Processing; Principles of Computational Transportation Science; Advanced Computer Security and Online Privacy; High-Performance Processors and Systems; Object Stores; Query Processing in Database Systems; Database Management Systems; Information Retrieval; Data Mining and Text Mining; Advanced Data Mining; Data and Web Semantics; Computer Systems Security; Security and Privacy in Networked and Distributed Systems; Research Methods in Computer Science; Computer Science Internship; Special Topics; Departmental Seminar; Individual Study; Project Research; Ph.D. Thesis Research
University of Maryland Eastern Shore,Computing,N/A,School of Business and Technology,Computer Science and Engineering Technology Department,Cybersecurity Engineering Technology - Master of Science,Cybersecurity*,https://wwwcp.umes.edu/,https://wwwcp.umes.edu/cset/ms-in-cybersecurity-engineering-technology/ ,https://wwwcp.umes.edu/cset/ms-in-cybersecurity-engineering-technology/#curriculumoverview,"Statistical Applications for Technology; Applied Research for Technology; Project Management for Technology; Legal and Ethical Issues in Cybersecurity; Mobile Wireless Networking and Security; Networking Technology for Industry; System Integrity for Cybersecurity; Cybersecurity Administration; Network Intrusion, Detection and Incidence Response; Fundamentals of Network Security; Advanced Network Security; Master’s Seminar"
University of Maryland Eastern Shore,Computing,N/A,School of Business and Technology,Computer Science and Engineering Technology Department,Applied Science - Master of Science (also listed under Applied Computer Science),11.0701,https://wwwcp.umes.edu/,https://wwwcp.umes.edu/cset/course-requirements-for-graduation-in-ms-in-applied-science/ ,http://catalog.umes.edu/preview_program.php?catoid=21&poid=3510&hl=computer+science&returnto=search,Computer Methods in Statistics; Numerical Methods in Computing; Parallel Computing; Computer Security; Bioinformatics; Applications of Neural Networks; Computer Applications in Education; Computer Applications in Science and Mathematics; Computer Applications in Industry; Computer Applications in Agriculture; CSDP Special Topics; Master’s Project I; Master’s Project II; Master’s Thesis
University of Massachusetts-Boston,Computing,College of Science and Mathematics,N/A,Computer Science Department,Computer Science - Master of Science,11.0701,https://www.umb.edu/,https://www.cs.umb.edu/cs_ms,https://www.cs.umb.edu/courses,Algorithms in Bioinformatics; Applied Cryptography; User Interface Design; Theory of Computation; Theory of Formal Languages; Analysis of Algorithms; Database Management Systems; Architecture of Database Systems; Database Application Development; Database-Backed Web Sites and Web Services; Applied Machine Learning; Cybersecurity in the Internet of Things; Operating Systems; Computer Communication Networks; Wireless Networks and Mobile Computing; Compilers; Biomedical Signal and Image Processing; Artificial Intelligence; Machine Learning Computer Vision; Object-Oriented Design and Programming; Object-Oriented Software Development; Software Development Laboratory; Computer Science Independent Study; Computer Science Special Topics; Practicum in Computer Science; Logical Foundations in Computer Science; Topics in Algorithm Theory and Design; Parallel Programming; IT Problem Solving; Managerial Statistics; Introduction to Java Part I; Introduction to Java Part II; Introduction to Scripting; Intermediate Scripting; Science Gateway Seminar; Intermediate Computing with Data Structures; Computer Forensics I; Computer Forensics II; Relational Databases; Web Fluency; Introduction to Linux/Unix; Introduction to Networks; Social Issues and Ethics in Computing; Introduction to System Administration; Enterprise Software; Business Intelligence Applications; Network and Mobile Forensics; Digital Forensics/Malware Analysis; Project Management; Introduction to Information Security; Information System Security; Network Services Administration; Windows System Administration; Network Security Administration; Network Security Administration II; Information Storage and Management; Integration Methodologies and Tools; System Analysis and Design; Systems Analysis and Design; Data Warehousing for Business Intelligence; Data Mining for Management Applications; Information Technology Independent Study; Information Technology Special Topics; Information Technology Capstone; Research for MS Thesis
University of Massachusetts-Boston,Computing,College of Science and Mathematics,N/A,Computer Science Department,Computer Science - PhD,11.0701,https://www.umb.edu/,https://www.cs.umb.edu/cs_phd,https://www.cs.umb.edu/courses,Algorithms in Bioinformatics; Applied Cryptography; User Interface Design; Theory of Computation; Theory of Formal Languages; Analysis of Algorithms; Database Management Systems; Architecture of Database Systems; Database Application Development; Database-Backed Web Sites and Web Services; Applied Machine Learning; Cybersecurity in the Internet of Things; Operating Systems; Computer Communication Networks; Wireless Networks and Mobile Computing; Compilers; Biomedical Signal and Image Processing; Artificial Intelligence; Machine Learning Computer Vision; Object-Oriented Design and Programming; Object-Oriented Software Development; Software Development Laboratory; Computer Science Independent Study; Computer Science Special Topics; Practicum in Computer Science; Logical Foundations in Computer Science; Topics in Algorithm Theory and Design; Parallel Programming; IT Problem Solving; Managerial Statistics; Introduction to Java Part I; Introduction to Java Part II; Introduction to Scripting; Intermediate Scripting; Science Gateway Seminar; Intermediate Computing with Data Structures; Computer Forensics I; Computer Forensics II; Relational Databases; Web Fluency; Introduction to Linux/Unix; Introduction to Networks; Social Issues and Ethics in Computing; Introduction to System Administration; Enterprise Software; Business Intelligence Applications; Network and Mobile Forensics; Digital Forensics/Malware Analysis; Project Management; Introduction to Information Security; Information System Security; Network Services Administration; Windows System Administration; Network Security Administration; Network Security Administration II; Information Storage and Management; Integration Methodologies and Tools; System Analysis and Design; Systems Analysis and Design; Data Warehousing for Business Intelligence; Data Mining for Management Applications; Information Technology Independent Study; Information Technology Special Topics; Information Technology Capstone; Research for PhD Thesis
University of Massachusetts-Boston,Computing,College of Science and Mathematics,N/A,Computer Science Department,Database Technology - Graduate Certificate,Database Technology*,https://www.umb.edu/,https://www.umb.edu/academics/program-finder/database-technology-certificate/,https://www.cs.umb.edu/courses,Database Management Systems; User Interface Design; Architecture of Database Systems; Database Application Development; Database-Backed Web Sites and Web Services
University of Minnesota-Twin Cities,Computing,Swenson College of Science and Engineering,N/A,Computer Science Department,Computer Science - Master of Science,11.0701,https://www.d.umn.edu/,https://scse.d.umn.edu/departments-and-programs/computer-science-department/graduate-programs ,https://onestop2.umn.edu/pcas/viewCatalogProgram.do?programID=7406&strm=1209&campus=UMNDL,Advanced Theory of Computation; Advanced Algorithms and Data Structures; Computer Graphics; Artificial Intelligence; Introduction to Machine Learning and Data Mining; Natural Language Processing; Operating Systems; Database Management Systems; Computer Security; Compiler Design; Computer Architecture; Computer Networks; Advanced Natural Language Processing; Advanced Computer Security; Seminar; Thesis Credits: Master's; Project Credits: Master's
